,order_detail_id,ORDER_COUNTRY,ORDER_ID,COUNTRY_NAME,BRANCH_ID,BRANCH_NAME,BRANCH_ACTIVE,ITEM_ID,ITEM_NAME,ITEM_PRICE,ITEM_UOM,QUANTITY,DISCOUNT_ID,DISCOUNT_NAME,DISCOUNT_PERCENTAGE,INSERTION_TIME,order_time
78,79,2,38,PAK,2,branch2,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
79,80,2,38,PAK,2,branch2,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
80,81,2,38,PAK,2,branch2,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
81,82,1,39,USA,3,branch3,1,2,item2,20.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
82,83,1,39,USA,3,branch3,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
83,84,3,40,UK,1,branch1,1,1,item1,10.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
84,85,3,41,UK,3,branch3,1,3,item3,14.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
85,86,3,41,UK,3,branch3,1,2,item2,20.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
86,87,3,41,UK,3,branch3,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
87,88,3,42,UK,3,branch3,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
88,89,3,42,UK,3,branch3,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
89,90,3,42,UK,3,branch3,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
90,91,2,43,PAK,1,branch1,1,4,item1,13.0,g,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
91,92,2,43,PAK,1,branch1,1,3,item3,14.0,kg,3,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
92,93,2,43,PAK,1,branch1,1,4,item1,13.0,g,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
93,94,2,43,PAK,1,branch1,1,3,item3,14.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
94,95,2,44,PAK,2,branch2,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
95,96,2,44,PAK,2,branch2,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
96,97,2,44,PAK,2,branch2,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
97,98,2,44,PAK,2,branch2,1,3,item3,14.0,kg,1,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
98,99,3,45,UK,3,branch3,1,2,item2,20.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
99,100,3,45,UK,3,branch3,1,3,item3,14.0,kg,3,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
100,101,3,45,UK,3,branch3,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
101,102,1,46,USA,2,branch2,1,3,item3,14.0,kg,1,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
102,103,1,46,USA,2,branch2,1,3,item3,14.0,kg,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
103,104,1,46,USA,2,branch2,1,2,item2,20.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
104,105,2,47,PAK,3,branch3,1,3,item3,14.0,kg,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
105,106,2,47,PAK,3,branch3,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
106,107,2,47,PAK,3,branch3,1,1,item1,10.0,kg,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
107,108,2,47,PAK,3,branch3,1,4,item1,13.0,g,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
108,109,1,48,USA,3,branch3,1,4,item1,13.0,g,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
109,110,2,49,PAK,3,branch3,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
110,111,2,49,PAK,3,branch3,1,1,item1,10.0,kg,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
111,112,2,50,PAK,4,branch4,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
112,113,2,50,PAK,4,branch4,1,3,item3,14.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
113,114,2,50,PAK,4,branch4,1,3,item3,14.0,kg,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
114,115,1,51,USA,2,branch2,1,1,item1,10.0,kg,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
115,116,1,51,USA,2,branch2,1,4,item1,13.0,g,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
116,117,2,52,PAK,3,branch3,1,1,item1,10.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
117,118,2,52,PAK,3,branch3,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
118,119,2,53,PAK,1,branch1,1,4,item1,13.0,g,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
119,120,2,53,PAK,1,branch1,1,1,item1,10.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
120,121,2,54,PAK,4,branch4,1,3,item3,14.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
121,122,3,55,UK,4,branch4,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
122,123,3,55,UK,4,branch4,1,3,item3,14.0,kg,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
123,124,3,55,UK,4,branch4,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
124,125,3,56,UK,4,branch4,1,4,item1,13.0,g,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
125,126,3,56,UK,4,branch4,1,1,item1,10.0,kg,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
126,127,3,56,UK,4,branch4,1,3,item3,14.0,kg,3,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
127,128,3,56,UK,4,branch4,1,3,item3,14.0,kg,3,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
128,129,3,57,UK,2,branch2,1,3,item3,14.0,kg,3,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
129,130,1,58,USA,4,branch4,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
130,131,1,59,USA,1,branch1,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
131,132,1,59,USA,1,branch1,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
132,133,1,59,USA,1,branch1,1,1,item1,10.0,kg,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
133,134,2,60,PAK,2,branch2,1,1,item1,10.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
134,135,2,60,PAK,2,branch2,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
135,136,2,60,PAK,2,branch2,1,1,item1,10.0,kg,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
136,137,1,61,USA,4,branch4,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
137,138,3,62,UK,3,branch3,1,1,item1,10.0,kg,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
138,139,3,62,UK,3,branch3,1,2,item2,20.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
139,140,2,63,PAK,2,branch2,1,3,item3,14.0,kg,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
140,141,2,63,PAK,2,branch2,1,1,item1,10.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
141,142,2,63,PAK,2,branch2,1,4,item1,13.0,g,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
142,143,2,63,PAK,2,branch2,1,2,item2,20.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
143,144,1,64,USA,2,branch2,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
144,145,1,64,USA,2,branch2,1,1,item1,10.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
145,146,1,64,USA,2,branch2,1,3,item3,14.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
146,147,1,64,USA,2,branch2,1,1,item1,10.0,kg,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
147,148,3,65,UK,4,branch4,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
148,149,3,65,UK,4,branch4,1,1,item1,10.0,kg,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
149,150,3,65,UK,4,branch4,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
150,151,1,66,USA,2,branch2,1,4,item1,13.0,g,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
151,152,1,66,USA,2,branch2,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
152,153,1,66,USA,2,branch2,1,2,item2,20.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
153,154,3,67,UK,4,branch4,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
154,155,3,67,UK,4,branch4,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
155,156,2,68,PAK,2,branch2,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
156,157,2,68,PAK,2,branch2,1,2,item2,20.0,kg,3,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
157,158,3,69,UK,3,branch3,1,4,item1,13.0,g,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
158,159,3,69,UK,3,branch3,1,1,item1,10.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
159,160,1,70,USA,2,branch2,1,1,item1,10.0,kg,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
160,161,1,70,USA,2,branch2,1,4,item1,13.0,g,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
161,162,2,71,PAK,3,branch3,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
162,163,2,71,PAK,3,branch3,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
163,164,1,72,USA,4,branch4,1,1,item1,10.0,kg,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
164,165,3,73,UK,1,branch1,1,1,item1,10.0,kg,1,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
165,166,2,74,PAK,1,branch1,1,4,item1,13.0,g,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
166,167,2,74,PAK,1,branch1,1,1,item1,10.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
167,168,2,75,PAK,4,branch4,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
168,169,2,75,PAK,4,branch4,1,3,item3,14.0,kg,1,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
169,170,1,76,USA,1,branch1,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
170,171,1,76,USA,1,branch1,1,2,item2,20.0,kg,3,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
171,172,1,76,USA,1,branch1,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
172,173,3,77,UK,2,branch2,1,1,item1,10.0,kg,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
173,174,3,77,UK,2,branch2,1,3,item3,14.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
174,175,3,77,UK,2,branch2,1,2,item2,20.0,kg,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
175,176,3,78,UK,1,branch1,1,1,item1,10.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
176,177,3,78,UK,1,branch1,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
177,178,1,79,USA,1,branch1,1,2,item2,20.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
178,179,2,80,PAK,3,branch3,1,2,item2,20.0,kg,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
179,180,2,81,PAK,4,branch4,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
180,181,1,82,USA,4,branch4,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
181,182,1,82,USA,4,branch4,1,1,item1,10.0,kg,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
182,183,1,82,USA,4,branch4,1,3,item3,14.0,kg,1,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
183,184,2,83,PAK,3,branch3,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
184,185,3,84,UK,4,branch4,1,2,item2,20.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
185,186,3,84,UK,4,branch4,1,3,item3,14.0,kg,1,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
186,187,3,84,UK,4,branch4,1,4,item1,13.0,g,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
187,188,3,84,UK,4,branch4,1,3,item3,14.0,kg,3,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
188,189,1,85,USA,3,branch3,1,3,item3,14.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
189,190,1,85,USA,3,branch3,1,2,item2,20.0,kg,1,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
190,191,1,85,USA,3,branch3,1,2,item2,20.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
191,192,1,86,USA,3,branch3,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
192,193,1,86,USA,3,branch3,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
193,194,2,87,PAK,3,branch3,1,2,item2,20.0,kg,2,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
194,195,2,87,PAK,3,branch3,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
195,196,2,87,PAK,3,branch3,1,1,item1,10.0,kg,4,2,dis2,20.0,2023-05-17 17:36:42,2023-05-17 17:36:42
196,197,3,88,UK,2,branch2,1,2,item2,20.0,kg,2,1,disc1,10.0,2023-05-17 17:36:42,2023-05-17 17:36:42
